1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,1
1,1,1,1,3,3,3,3,1,1,3,1,1
1,3,3,3,4,4,4,4,3,3,4,3,2
1,3,3,3,5,4,4,4,3,4,5,4,2
1,1,4,4,3,3,3,3,4,5,3,5,1
3,4,5,5,6,5,5,5,5,6,6,6,2
1,1,1,1,3,3,6,1,1,1,7,7,1
2,2,2,2,2,2,7,6,6,7,8,8,1
2,1,1,1,1,1,1,1,7,8,9,9,1
3,4,5,6,7,6,8,7,8,9,10,10,2
3,3,3,3,6,7,5,5,9,10,11,11,2
3,4,5,5,6,5,5,5,5,6,6,6,2
2,1,4,7,8,8,9,6,6,7,8,8,1
3,4,5,6,7,6,8,7,8,9,10,10,2
2,1,1,1,1,1,1,1,7,8,9,9,1
3,3,3,3,5,7,5,5,9,10,11,11,2
1,1,1,7,8,9,3,3,1,1,1,1,1
1,1,1,7,3,3,3,3,4,11,3,1,1
1,1,1,7,3,3,3,3,4,11,3,1,1
1,1,4,7,9,9,10,8,10,12,12,12,1
1,1,4,7,9,9,10,8,10,12,12,12,1
1,1,4,7,9,9,3,3,1,1,3,5,1
1,1,1,1,1,1,1,1,7,8,9,9,1
3,4,5,6,6,5,11,9,5,6,6,6,2
1,1,4,7,9,9,3,3,4,5,3,5,1
3,3,3,3,5,7,5,10,9,10,11,11,2
1,3,3,3,4,4,4,4,3,4,4,3,2
1,1,4,7,3,3,3,3,4,5,3,5,1
3,4,5,6,7,6,8,7,8,9,10,10,2
3,4,5,6,6,5,11,9,11,13,13,13,2
1,1,1,1,1,1,1,1,7,8,9,9,1
3,3,3,3,5,7,5,10,9,10,11,11,2
2,2,2,2,2,2,7,6,6,7,8,8,1
2,1,4,7,9,9,10,8,10,12,12,12,1
3,3,3,3,5,7,5,5,9,10,11,11,2
1,3,3,3,5,4,4,4,3,4,5,4,2
3,3,3,5,6,5,11,9,11,13,14,13,2
2,1,4,7,9,9,10,8,10,12,12,12,1
2,2,2,2,2,2,2,2,2,2,2,8,1
1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,4,7,9,9,10,8,10,12,12,12,1
2,2,2,2,2,2,2,2,2,2,2,2,1
1,3,3,3,5,4,4,4,3,4,5,14,2
3,3,3,3,5,7,5,10,9,10,11,11,2
3,3,3,5,6,5,11,9,11,13,14,13,2
1,1,4,7,9,9,10,8,10,12,12,12,1
3,4,5,6,7,6,8,7,5,6,13,6,2
2,2,2,2,2,2,7,11,12,14,15,15,1
1,3,3,3,4,4,4,4,3,4,4,3,2
2,2,2,2,2,2,7,6,6,7,8,8,1
1,3,3,3,5,4,4,4,3,4,5,14,2
1,1,1,4,3,3,3,3,4,11,7,16,1
1,1,6,4,3,3,3,3,4,11,4,16,1
3,4,5,5,6,5,11,9,11,13,14,13,2
1,3,3,3,5,4,4,4,3,15,5,4,2
1,3,3,3,5,4,4,4,3,4,5,14,2
1,3,6,8,4,10,11,12,11,16,16,3,2
1,1,1,1,3,3,3,13,1,1,3,1,1
3,3,3,3,5,7,5,5,9,10,11,11,2
1,1,4,7,9,9,3,3,4,5,3,5,1
3,4,3,5,6,5,5,5,5,6,6,6,2
2,2,2,2,2,2,7,11,12,14,15,15,1
1,3,3,3,5,4,4,4,3,15,5,4,2
1,3,3,3,5,4,4,4,3,4,5,14,2
3,4,5,5,6,5,5,5,5,6,6,6,2
3,3,3,5,6,5,11,9,11,13,14,13,2
3,4,5,6,7,6,8,7,8,17,13,10,2
1,3,3,3,5,4,4,4,3,4,5,14,2
1,1,6,4,3,3,3,3,4,5,3,5,1
2,1,4,7,9,9,10,8,10,12,12,12,1
2,1,4,7,9,9,10,8,10,12,12,12,1
2,2,2,2,2,2,2,2,2,2,2,2,1
1,1,4,7,9,9,3,3,4,5,3,5,1
3,3,3,3,5,7,5,10,9,10,11,11,2
2,1,1,1,1,8,1,6,6,7,1,8,1
3,3,3,3,5,7,5,5,9,10,11,11,2
2,2,2,2,2,2,2,2,2,2,2,2,1
3,4,5,5,6,5,5,5,5,6,6,6,2
1,1,4,7,9,9,10,3,4,5,3,5,1
1,3,3,3,5,4,4,4,3,4,5,14,2
1,1,4,7,9,9,10,8,10,12,12,12,1
3,3,3,3,5,7,5,10,9,10,11,11,2
1,1,6,4,3,3,3,3,4,11,3,16,1
1,3,3,8,4,10,11,12,11,16,16,3,2
2,1,4,7,9,9,10,8,10,12,12,12,1
1,1,1,1,1,11,3,14,1,1,1,1,1
1,3,3,3,4,4,4,4,3,4,4,3,2
1,1,4,7,9,9,10,3,4,5,3,5,1
3,3,3,3,5,7,5,5,9,10,11,11,2
1,3,3,3,4,4,4,4,3,4,17,17,2
2,2,2,2,2,2,7,6,6,7,8,8,1
2,1,1,7,8,9,9,6,1,18,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,1
1,3,3,3,5,4,4,4,3,4,5,14,2
2,1,1,2,1,8,7,6,6,7,8,8,1
3,3,3,3,5,7,5,10,9,10,11,11,2
1,1,4,7,9,9,3,3,4,5,3,5,1
3,4,5,6,7,6,5,5,5,17,6,6,2
1,3,3,3,5,4,4,4,3,4,5,14,2
3,4,5,6,7,6,8,7,8,9,10,10,2
1,1,1,1,1,8,1,1,1,1,1,1,1
3,3,3,5,6,5,11,9,11,13,14,13,2
2,2,2,2,2,2,7,11,12,14,15,15,1
1,1,4,7,9,9,10,8,10,12,12,12,1
1,1,1,1,3,3,3,3,1,1,3,1,1
3,3,3,5,6,5,11,9,11,13,14,13,2
3,4,5,6,7,6,8,7,8,9,10,10,2
1,3,6,8,4,10,12,12,11,16,16,3,2
3,4,5,6,6,5,11,5,5,6,13,6,2
1,1,4,7,9,9,3,3,1,1,3,5,1
1,3,3,3,5,4,4,4,3,4,5,14,2
1,3,3,3,5,4,4,4,3,4,5,14,2
1,3,3,3,5,4,4,4,3,4,5,14,2
3,4,5,6,7,6,8,7,5,17,13,6,2
2,1,1,1,1,8,1,6,6,7,8,8,1
2,2,2,2,2,2,2,2,2,2,2,2,1
3,4,5,5,6,5,5,5,5,6,6,6,2
1,1,4,4,3,3,3,3,4,5,3,5,1
3,3,3,3,5,7,5,5,9,10,11,11,2
1,3,3,3,5,4,4,4,3,15,5,4,2
3,3,3,5,6,5,11,9,11,13,14,13,2
1,1,1,7,3,3,3,3,1,1,3,1,1
2,2,2,2,2,2,7,2,12,2,2,2,1
2,2,2,2,2,2,2,2,2,2,2,2,1
3,3,3,3,5,7,5,10,9,10,11,11,2
3,3,3,5,6,5,11,9,11,13,14,13,2
2,1,1,1,1,8,1,6,6,7,8,8,1
1,1,4,7,9,9,10,8,10,12,12,12,1
2,1,1,1,1,8,1,6,6,7,8,8,1
3,4,5,6,6,6,13,15,5,6,13,6,2
2,2,2,2,2,2,7,6,6,7,8,8,1
3,4,5,6,7,6,8,7,8,9,10,10,2
1,1,1,1,3,3,3,3,1,1,3,1,1
1,3,3,3,4,4,12,16,3,11,4,16,2
1,1,4,7,9,9,10,8,10,12,12,12,1
1,1,4,4,3,3,3,3,4,5,3,5,1
1,3,3,3,5,4,4,4,3,4,5,14,2
3,4,5,6,7,6,8,7,8,9,10,10,2
2,1,1,1,1,8,1,6,6,7,8,8,1
3,4,5,5,6,5,5,5,5,6,6,6,2
1,1,1,1,1,1,1,1,7,8,9,9,1
1,3,3,3,5,4,4,4,3,4,5,14,2
3,4,5,6,6,5,11,9,11,13,14,13,2
1,1,4,7,9,9,3,3,4,5,3,5,1
1,1,4,7,9,9,3,3,4,5,3,5,1
1,1,4,7,9,9,3,14,1,18,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,1
3,4,5,6,7,6,8,7,8,9,10,10,2
2,2,2,2,2,2,7,2,2,2,2,2,1
2,2,2,2,2,2,7,11,12,14,15,15,1
1,3,3,3,5,4,4,4,3,4,5,14,2
1,3,3,3,5,4,4,4,3,4,5,14,2
1,1,4,7,9,9,10,8,10,12,12,12,1
1,3,3,3,5,4,4,4,3,4,5,14,2
2,2,2,2,2,2,2,2,2,2,2,8,1
3,4,5,6,7,6,8,7,8,9,10,10,2
1,3,3,3,4,4,4,12,3,3,4,3,2
2,2,2,2,10,12,7,6,6,19,8,8,1
1,1,4,7,9,9,10,3,4,5,3,5,1
3,3,3,5,6,5,11,9,11,13,14,13,2
1,1,1,1,1,11,3,14,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,1
2,2,2,2,2,2,2,2,2,2,2,2,1
3,3,3,3,5,7,5,5,9,10,11,11,2
2,1,4,7,8,9,9,6,6,7,8,8,1
1,1,1,1,1,8,1,1,1,1,1,1,1
1,1,4,7,9,9,10,8,10,12,12,12,1
3,4,5,6,7,6,8,7,8,9,10,10,2
1,3,6,8,4,10,12,12,13,16,16,3,2
3,4,5,5,6,5,5,5,5,6,6,6,2
1,1,4,7,9,9,3,3,4,5,3,5,1
2,2,2,2,2,2,2,2,2,2,2,2,1
1,3,3,3,4,4,12,16,3,11,4,16,2
2,1,1,1,1,1,1,1,7,8,9,9,1
1,1,4,7,9,9,3,3,4,20,3,5,1
1,1,1,7,8,9,3,14,1,1,1,1,1
2,1,1,1,1,1,1,1,7,8,9,9,1
3,4,5,5,6,5,5,5,5,6,6,6,2
1,1,4,7,9,9,10,8,10,12,12,12,1
1,1,1,1,3,10,6,12,1,16,16,18,1
1,1,4,7,9,9,10,8,10,12,12,12,1
3,4,5,6,6,6,13,7,5,6,13,6,2
3,4,5,6,7,6,8,7,8,9,10,10,2
2,1,1,1,1,8,1,6,6,7,8,8,1
3,3,3,5,6,5,11,9,11,13,14,13,2
1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,3,3,4,4,4,4,3,4,4,3,2
2,1,1,1,1,1,1,1,7,8,9,9,1
1,3,3,3,4,4,4,4,3,4,4,3,2
2,2,2,2,2,2,7,11,12,14,15,15,1
2,2,2,2,2,2,2,2,2,2,2,2,1
2,1,4,9,9,12,10,6,6,19,8,8,1
2,2,2,2,2,2,7,6,6,7,8,8,1
3,3,3,3,5,7,5,5,9,10,11,11,2
1,1,6,4,3,3,4,3,4,5,3,5,1
2,1,1,1,1,1,1,1,7,8,9,9,1
1,1,4,7,9,9,10,8,10,12,12,12,1
1,3,3,3,5,4,4,4,3,4,5,14,2
2,2,2,2,2,8,7,11,6,7,8,8,1
1,1,4,7,3,3,3,3,4,5,3,5,1
3,4,5,6,7,6,8,7,8,9,10,10,2
1,1,1,1,1,1,1,1,14,8,9,9,1
1,1,6,4,3,3,4,3,4,5,3,5,1
2,1,1,1,1,1,1,1,7,8,9,9,1
3,3,3,5,6,5,11,9,11,13,14,13,2
3,4,5,5,6,5,11,9,11,13,14,13,2
3,4,5,5,6,5,11,9,11,13,14,13,2
2,2,2,2,2,2,7,11,12,14,15,15,1
3,4,5,6,7,6,8,7,8,9,10,10,2
3,3,3,5,6,5,11,9,11,13,14,13,2
1,1,1,1,3,3,3,14,1,1,1,1,1
2,2,2,2,2,2,7,11,12,14,15,15,1
3,4,5,6,7,6,5,5,5,17,6,6,2
3,3,3,3,5,7,5,5,9,10,11,11,2
1,1,4,7,9,9,3,3,4,5,3,5,1
1,1,4,7,9,9,3,3,4,5,3,5,1
2,2,2,2,1,8,7,6,6,7,8,8,1
3,3,3,3,5,7,5,5,9,10,11,11,2
2,2,2,2,2,2,7,11,12,14,15,15,1
