1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,7,7,2,3,9,9,12,10,10,14,20,11,20,11,12,13,13,28,15,4,5,28,30,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,5,5,5,5,5,6,5,10,10,8,11,7,11,12,13,12,13,14,14,17,19,19,19,18,19,19,2
1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,8,10,9,8,9,9,9,11,10,11,11,10,10,1
2,3,5,5,5,5,5,6,5,10,10,5,7,7,6,6,7,6,6,7,7,7,9,8,9,26,8,8,2
1,2,2,2,7,2,2,3,14,3,12,10,10,21,20,11,20,11,12,13,5,28,5,4,5,28,30,4,1
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
1,2,2,2,2,2,2,3,2,3,5,2,4,4,4,4,4,4,4,4,19,4,7,6,7,7,6,6,1
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,8,10,9,8,9,9,9,11,10,11,11,10,10,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,10,8,7,7,8,8,11,10,9,10,10,9,9,1
2,1,1,1,1,1,6,2,1,1,1,1,2,2,2,2,2,2,2,21,12,2,3,13,3,3,13,13,1
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,8,10,9,11,12,9,9,14,13,11,11,32,10,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,17,8,18,18,8,22,18,18,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,17,12,13,13,13,15,14,24,14,23,14,1
2,1,4,5,4,5,5,6,4,5,7,5,7,6,6,6,7,6,6,7,7,7,8,7,9,9,7,24,2
1,2,2,1,2,2,2,3,2,2,5,2,3,19,3,15,3,15,3,3,19,3,7,3,4,4,3,38,1
2,1,4,4,4,4,4,5,6,6,6,6,6,8,7,7,8,7,7,8,17,8,18,18,8,22,18,18,1
3,3,5,5,5,5,5,6,5,10,10,8,11,7,11,12,13,12,13,14,14,17,19,19,19,18,19,19,2
2,1,4,4,4,4,4,5,6,6,8,16,16,12,17,10,9,8,10,11,11,11,13,12,13,13,12,12,1
2,1,1,4,4,1,6,2,7,7,9,7,8,9,8,8,9,8,10,24,11,11,13,28,13,13,12,12,1
3,3,5,5,5,5,5,6,5,10,10,8,11,10,11,12,13,12,13,14,14,14,16,15,16,15,15,15,2
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,6,7,5,29,6,1
1,2,1,1,2,2,1,1,2,2,2,13,3,3,3,3,3,3,3,3,4,21,4,22,23,21,22,23,1
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,27,28,33,1
1,2,1,1,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,1
1,2,2,1,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,1
1,2,1,1,2,2,1,1,2,2,2,13,3,3,3,3,3,3,3,3,4,21,4,22,23,21,22,23,1
2,1,4,5,5,5,5,6,4,5,7,5,7,6,6,6,7,6,6,7,7,7,8,7,9,9,7,24,2
3,3,3,3,3,3,3,4,3,4,4,4,5,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,2
3,3,5,5,5,5,5,6,5,10,10,8,11,10,11,12,13,12,13,14,14,14,16,15,16,15,15,15,2
3,3,5,5,5,5,5,6,5,10,10,8,11,10,11,12,13,12,13,14,14,14,16,15,16,15,15,15,2
3,3,3,5,3,3,3,4,3,4,4,8,5,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,2
3,3,3,3,3,3,3,4,3,4,4,4,12,5,5,5,16,5,17,17,18,18,20,20,20,19,20,20,2
2,1,1,4,1,1,6,2,7,7,9,7,8,13,8,2,10,9,11,12,12,12,14,13,14,3,13,13,1
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,8,10,9,8,9,9,9,11,10,11,11,10,10,1
2,1,5,5,5,5,5,6,5,5,7,5,7,7,6,6,7,6,6,7,7,7,9,8,9,9,8,8,2
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,6,5,5,4,6,1
3,3,5,5,5,5,5,6,5,10,10,8,11,10,11,12,13,12,13,14,14,14,16,15,16,15,15,15,2
2,1,1,4,4,1,6,2,7,6,9,7,16,9,8,8,9,8,10,24,11,11,13,12,13,13,12,12,1
4,4,3,7,6,6,7,7,8,8,11,9,9,18,16,20,18,20,22,22,23,26,28,25,26,25,26,39,2
4,3,3,3,6,6,7,9,3,11,14,11,12,15,12,13,14,13,14,15,15,15,22,16,22,16,16,16,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,3,3,3,3,3,3,4,3,4,4,4,12,5,5,5,16,18,17,17,15,22,22,20,20,19,20,25,2
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,11,12,13,13,13,15,14,15,14,14,31,1
2,1,4,5,5,5,5,6,4,5,7,5,7,6,6,6,7,6,6,7,7,7,8,8,9,9,7,24,2
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,11,12,13,13,13,15,14,15,14,14,31,1
3,3,5,5,5,5,5,6,5,10,10,8,7,7,11,12,13,12,13,14,14,17,19,19,19,18,19,19,2
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
4,4,6,6,6,9,7,7,8,8,11,9,9,18,16,20,18,20,22,22,23,26,17,25,26,25,26,30,2
1,2,1,1,2,2,2,1,2,2,2,13,3,3,3,3,3,3,3,3,4,3,4,3,4,4,25,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,21,22,21,22,25,23,24,29,29,27,28,29,31,34,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,10,9,24,10,11,11,11,13,12,13,13,12,12,1
3,3,3,3,3,3,3,4,3,4,4,4,5,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,2
4,4,6,6,8,8,9,10,10,12,13,12,13,16,13,14,15,14,15,16,16,16,17,17,18,17,17,17,2
1,2,1,1,2,2,1,1,2,2,2,13,3,3,3,3,3,3,3,3,4,21,4,22,23,21,22,23,1
3,3,5,5,5,5,5,6,5,10,10,8,11,7,11,12,13,12,13,14,14,17,19,19,19,18,19,19,2
2,1,5,5,5,5,5,6,5,5,7,5,7,7,6,6,7,6,6,7,7,7,9,8,9,26,8,8,2
1,2,1,1,2,1,1,1,1,2,1,13,15,1,1,18,1,1,19,1,1,24,1,22,23,1,33,23,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,17,8,18,18,8,22,18,18,1
2,1,4,5,5,5,5,6,4,5,7,5,7,6,6,6,7,6,6,7,7,7,8,7,9,9,7,24,2
1,2,2,2,2,2,2,3,2,3,5,2,3,4,3,15,4,4,4,18,19,25,7,6,7,7,6,6,1
3,3,5,5,5,5,5,6,5,10,10,8,11,7,11,12,13,12,13,14,14,17,19,19,19,18,19,19,2
4,3,3,3,3,6,3,9,3,11,14,11,12,15,12,13,14,13,14,15,15,15,22,16,22,16,16,16,2
2,1,5,5,5,5,5,6,5,5,7,5,7,7,6,6,7,6,6,7,7,7,9,8,9,9,8,8,2
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,29,28,36,1
1,2,2,2,2,2,2,3,2,3,5,3,4,4,4,4,4,4,4,4,19,4,7,6,7,7,6,6,1
4,3,3,3,6,6,7,7,8,8,11,9,9,11,9,9,11,10,9,10,10,10,12,11,12,12,11,11,2
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,27,28,36,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,11,12,13,13,13,15,14,15,14,14,14,1
2,1,1,4,4,1,6,2,7,7,9,7,8,9,8,8,9,8,10,24,11,11,13,28,13,13,12,12,1
4,4,6,6,8,8,9,10,10,12,13,9,13,16,13,14,15,14,15,16,16,16,17,17,18,17,17,17,2
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,27,28,36,1
2,1,1,4,4,1,6,2,7,7,9,7,8,9,8,8,9,8,10,24,11,11,13,12,13,13,12,12,1
3,3,5,5,5,5,5,6,5,10,10,8,11,7,11,12,13,12,13,14,14,17,19,19,19,18,19,19,2
1,2,2,2,7,7,8,8,9,14,16,10,10,14,10,17,12,17,21,20,22,23,24,23,24,24,23,14,1
2,1,4,4,4,4,4,5,4,5,6,5,6,6,18,7,6,7,16,6,17,6,18,18,8,8,18,18,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,29,28,36,1
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
2,1,4,4,4,4,4,5,6,6,8,6,6,12,7,10,9,8,10,11,11,11,13,12,13,13,12,12,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
4,3,3,3,6,6,7,9,8,11,14,11,12,15,12,13,14,13,14,15,15,15,12,16,17,16,16,16,2
1,2,2,2,2,2,2,3,2,3,5,3,4,4,4,4,4,4,4,4,19,4,7,6,7,7,6,6,1
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,11,12,13,13,13,15,14,15,14,14,31,1
3,3,3,3,3,3,3,4,3,4,4,4,12,5,5,5,16,5,17,17,6,18,20,20,20,19,20,20,2
3,3,3,5,3,3,3,4,3,4,4,8,5,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,2
4,3,3,3,3,6,3,9,3,11,14,11,12,15,12,13,14,13,14,15,15,15,22,16,22,30,16,16,2
2,1,4,4,4,4,4,5,4,5,6,5,6,6,6,6,6,6,6,6,7,6,8,7,8,8,7,7,1
3,3,5,5,5,5,5,6,5,10,10,8,7,7,11,12,13,12,13,14,14,17,19,19,19,18,19,19,2
3,3,3,3,3,3,3,4,3,4,4,4,5,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,2
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,8,10,9,11,12,12,12,14,13,14,3,13,13,1
1,2,2,2,2,2,2,3,2,3,5,2,3,4,3,15,4,4,4,18,19,25,7,6,7,7,6,6,1
3,3,5,5,5,5,5,6,5,10,10,8,11,10,11,12,13,12,13,14,14,14,16,15,16,15,15,15,2
2,1,4,4,4,4,4,5,4,5,6,5,6,6,6,6,6,6,6,6,7,6,8,7,8,8,7,7,1
1,2,1,1,2,2,1,1,2,2,2,13,3,3,3,3,3,3,3,3,4,21,4,22,23,21,22,23,1
1,2,1,1,2,10,1,1,13,2,2,13,15,3,1,3,1,1,19,1,21,21,1,22,23,21,22,23,1
1,2,2,2,2,2,2,3,2,3,5,2,4,4,4,4,4,4,4,4,19,4,7,6,7,7,6,6,1
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,8,10,9,8,9,9,9,11,10,11,11,10,10,1
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,8,10,9,11,12,9,9,14,10,11,11,10,10,1
1,2,1,1,2,2,1,1,2,2,2,13,3,3,3,3,3,3,3,3,4,21,4,22,23,21,22,23,1
2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
3,3,3,5,3,3,3,4,5,10,10,8,5,10,11,19,5,5,5,5,6,5,6,15,16,15,15,29,2
2,1,1,4,4,1,6,2,7,7,9,7,8,9,8,8,9,8,8,9,9,9,11,10,11,11,10,10,1
4,3,3,3,3,6,3,9,3,11,14,11,12,15,12,13,14,13,14,15,15,15,22,16,22,16,16,16,2
1,2,1,1,2,2,1,1,13,2,2,13,15,3,1,3,1,1,19,3,21,21,23,22,23,21,22,23,1
2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1
1,2,2,2,2,2,2,3,2,3,5,3,4,4,4,4,4,4,4,4,5,4,7,6,7,7,29,6,1
2,1,4,5,4,5,5,6,4,5,7,5,7,6,6,6,7,6,6,7,7,7,8,7,9,9,7,24,2
2,1,4,4,4,4,4,5,4,5,6,5,6,6,18,7,6,7,16,6,17,6,18,18,8,8,18,18,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,10,9,8,10,11,11,11,13,12,13,13,12,12,1
1,2,2,2,7,7,8,8,9,14,16,15,10,14,15,17,12,17,21,20,22,23,24,23,24,24,23,14,1
2,1,1,4,4,1,6,2,7,7,9,7,16,9,8,8,9,8,10,11,11,11,13,12,13,13,12,12,1
3,3,3,3,3,3,3,4,3,4,4,4,12,5,5,5,16,5,17,17,6,18,20,20,20,19,20,20,2
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,11,12,13,13,13,15,14,15,14,14,31,1
2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
1,2,1,1,2,2,1,1,13,2,2,13,15,3,1,3,1,1,19,3,21,21,23,22,23,21,22,23,1
2,1,4,4,4,4,4,5,6,6,6,6,6,8,7,7,8,7,7,6,17,8,18,18,8,22,18,18,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,21,22,21,22,25,23,24,29,29,27,28,29,31,34,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,17,19,22,21,20,22,23,24,23,24,27,28,33,1
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
2,1,1,4,1,1,6,2,7,7,9,7,8,13,8,2,10,9,11,12,12,12,14,13,14,3,13,13,1
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,11,12,13,13,13,15,14,15,14,14,31,1
2,1,5,5,5,5,5,6,5,5,7,5,7,7,6,6,7,6,6,7,7,7,9,8,9,26,8,8,2
3,3,5,5,5,5,5,6,5,10,10,8,7,7,11,12,13,12,13,14,14,17,19,19,19,18,19,19,2
3,3,5,5,5,5,5,6,5,10,10,8,11,10,11,12,13,12,13,14,14,14,16,15,16,15,15,15,2
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,27,28,36,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,10,9,8,10,11,11,11,13,12,13,13,12,12,1
4,3,3,3,3,3,3,4,3,4,4,4,12,15,5,5,16,18,17,17,15,22,22,20,20,19,20,25,2
2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
1,2,2,1,2,2,2,3,2,2,5,2,3,3,3,3,3,3,3,3,19,3,26,3,4,4,3,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,11,12,13,13,13,15,14,15,14,14,31,1
3,3,3,3,3,3,3,4,3,4,4,4,5,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,2
2,1,1,4,4,1,6,2,7,7,9,7,16,9,8,8,9,8,10,24,11,11,13,12,13,13,12,12,1
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,2,10,9,11,12,12,12,14,13,14,3,13,13,1
1,2,1,1,2,2,2,3,2,2,2,13,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,27,28,33,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,27,28,36,1
1,2,2,2,7,7,8,8,9,14,16,15,17,20,19,22,21,22,25,23,24,29,27,27,28,27,28,36,1
4,3,3,3,3,3,3,4,3,4,4,4,12,5,5,5,16,18,17,17,15,22,22,20,20,19,20,25,2
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
2,1,4,4,4,1,6,5,7,6,9,7,16,9,8,8,9,8,10,11,11,11,13,12,13,13,12,12,1
1,2,1,1,2,2,2,1,2,2,2,13,3,3,3,3,3,3,3,3,4,3,4,22,4,21,25,28,1
3,3,3,5,3,3,3,4,5,4,10,8,5,10,5,5,5,5,5,5,6,5,6,5,6,6,5,5,2
4,3,3,3,6,6,7,9,8,11,11,11,12,15,12,13,14,13,14,15,15,15,12,16,17,16,16,26,2
1,2,2,2,7,7,8,8,9,14,16,15,10,20,19,17,12,17,21,20,22,23,24,23,24,24,23,14,1
1,2,2,2,7,7,8,8,9,9,12,10,10,14,10,11,12,17,12,13,13,13,15,14,15,14,14,14,1
1,2,1,1,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,1
4,3,3,3,6,6,7,7,8,8,11,9,9,11,9,9,11,10,9,10,10,10,12,11,12,12,11,11,2
2,1,4,4,4,4,4,5,6,6,6,6,6,8,7,7,8,7,7,6,17,8,18,18,8,22,18,18,1
3,3,5,5,5,5,5,6,5,10,10,8,11,10,11,12,13,12,13,14,14,14,16,15,16,15,15,15,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,5,5,5,5,5,6,5,5,7,5,7,7,6,6,7,6,6,7,7,7,9,8,9,9,8,8,2
4,3,3,3,6,6,7,9,8,11,14,11,12,15,12,13,14,13,14,15,15,15,12,16,17,16,16,16,2
4,3,3,3,3,3,3,4,3,4,4,4,12,5,5,5,16,18,17,17,15,22,22,20,20,19,20,25,2
2,1,1,4,1,1,6,2,7,7,9,7,8,9,8,2,10,9,11,12,12,12,14,13,14,3,13,13,1
1,2,1,1,2,2,1,1,2,2,2,13,3,3,22,3,3,3,19,3,21,21,4,22,23,21,22,23,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
2,1,1,4,1,1,6,2,7,7,9,7,8,13,8,2,10,9,11,12,12,12,14,13,14,3,13,13,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,4,4,4,4,4,5,6,6,8,6,6,8,7,7,8,7,7,8,8,8,10,9,10,10,9,9,1
3,3,3,5,3,3,3,4,3,4,4,8,5,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,2
4,3,3,3,6,6,7,7,8,8,11,9,9,11,9,9,11,10,9,10,10,10,12,11,12,12,11,11,2
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
1,2,1,1,2,2,2,1,2,2,2,13,3,3,3,3,3,3,3,3,4,3,4,22,29,4,25,3,1
1,2,2,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1
2,1,4,4,4,4,4,5,6,6,6,6,6,8,7,7,8,7,7,6,17,8,18,18,8,22,18,18,1
